Value,Mandatory QA flags,Data quality flag,Cloud/Ocean Flag,Iterations,Atmospheric Opacity,MMD,Emissivity accuracy,LST accuracy
0,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Slow convergence,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),>2 K (Poor performance)
15,Pixel not produced (see bits 3&2 for additional information),Missing/bad L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Slow convergence,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),>2 K (Poor performance)
16384,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Slow convergence,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16389,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Slow convergence,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16448,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Nominal,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16449,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Nominal,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16453,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Nominal,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16512,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Nominal,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16513,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Nominal,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16517,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Nominal,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16576,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16577,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16581,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16768,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Nominal,0.2 - 0.3 (Nominal value),>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16773,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Nominal,0.2 - 0.3 (Nominal value),>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16832,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.2 - 0.3 (Nominal value),>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16833,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.2 - 0.3 (Nominal value),>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
16837,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.2 - 0.3 (Nominal value),>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
17088,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.1 - 0.2 (Nominal value),>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
17089,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.1 - 0.2 (Nominal value),>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
17093,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.1 - 0.2 (Nominal value),>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
17344,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,"<0.1 (Dry, or high altitude pixel)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
17345,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,"<0.1 (Dry, or high altitude pixel)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
17600,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,">=3 (Warm, humid air; or cold land)","0.1 - 0.15 (Rocks, sand, some soils)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
17601,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,">=3 (Warm, humid air; or cold land)","0.1 - 0.15 (Rocks, sand, some soils)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
17605,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,">=3 (Warm, humid air; or cold land)","0.1 - 0.15 (Rocks, sand, some soils)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
17856,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.2 - 0.3 (Nominal value),"0.1 - 0.15 (Rocks, sand, some soils)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
17857,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.2 - 0.3 (Nominal value),"0.1 - 0.15 (Rocks, sand, some soils)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
17861,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.2 - 0.3 (Nominal value),"0.1 - 0.15 (Rocks, sand, some soils)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
18112,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.1 - 0.2 (Nominal value),"0.1 - 0.15 (Rocks, sand, some soils)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
18113,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.1 - 0.2 (Nominal value),"0.1 - 0.15 (Rocks, sand, some soils)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
18117,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.1 - 0.2 (Nominal value),"0.1 - 0.15 (Rocks, sand, some soils)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
18624,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,">=3 (Warm, humid air; or cold land)","0.03 - 0.1 (Mostly soils, mixed pixel)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
18625,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,">=3 (Warm, humid air; or cold land)","0.03 - 0.1 (Mostly soils, mixed pixel)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
18629,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,">=3 (Warm, humid air; or cold land)","0.03 - 0.1 (Mostly soils, mixed pixel)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
18880,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.2 - 0.3 (Nominal value),"0.03 - 0.1 (Mostly soils, mixed pixel)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
18881,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.2 - 0.3 (Nominal value),"0.03 - 0.1 (Mostly soils, mixed pixel)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
18885,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.2 - 0.3 (Nominal value),"0.03 - 0.1 (Mostly soils, mixed pixel)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
19136,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.1 - 0.2 (Nominal value),"0.03 - 0.1 (Mostly soils, mixed pixel)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
19137,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.1 - 0.2 (Nominal value),"0.03 - 0.1 (Mostly soils, mixed pixel)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
19141,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.1 - 0.2 (Nominal value),"0.03 - 0.1 (Mostly soils, mixed pixel)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
19648,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,">=3 (Warm, humid air; or cold land)","<0.03 (Vegetation, snow, water, ice)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
19904,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.2 - 0.3 (Nominal value),"<0.03 (Vegetation, snow, water, ice)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
19909,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.2 - 0.3 (Nominal value),"<0.03 (Vegetation, snow, water, ice)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
20160,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.1 - 0.2 (Nominal value),"<0.03 (Vegetation, snow, water, ice)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
20165,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Fast,0.1 - 0.2 (Nominal value),"<0.03 (Vegetation, snow, water, ice)",>0.02 (Poor performance),1.5 - 2 K (Marginal performance)
32768,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Slow convergence,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1 - 1.5 K (Good performance)
32769,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Slow convergence,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1 - 1.5 K (Good performance)
32773,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Slow convergence,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1 - 1.5 K (Good performance)
32832,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Nominal,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1 - 1.5 K (Good performance)
32833,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Nominal,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1 - 1.5 K (Good performance)
32837,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud layer to filter cloudy pixels and select best quality),Missing stripe pixel in bands 1 and 5,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Nominal,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1 - 1.5 K (Good performance)
32896,Pixel produced by TES (Use cloud layer to filter cloudy pixels and select best quality),Good quality L1B data,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,Nominal,">=3 (Warm, humid air; or cold land)",>0.15 (Most silicate rocks),>0.02 (Poor performance),1 - 1.5 K (Good performance)
